,MejorEval,SolActiva
0,180.40481343333335,182.72418816666666
1,178.82308673333335,181.4900060666667
2,174.63392756666664,178.91668140000002
3,172.7423147,178.39234966666666
4,171.82895126666668,180.28844136666663
5,171.5770794666667,182.16872580000003
6,169.2847171666667,179.66425616666666
7,169.23446633333336,181.72293933333333
8,168.51569743333337,182.37778563333333
9,167.32177756666667,179.96877510000002
10,166.83911196666668,180.79349993333332
11,166.3300824,180.75719920000003
12,165.92331183333334,181.06753113333338
13,165.00854560000005,181.07392313333338
14,164.1003238,178.36883459999999
15,163.2295382666667,178.09316779999997
16,163.21424480000002,181.65498629999993
17,163.18743090000004,182.7107573333333
18,162.54835580000002,182.57498136666666
19,161.56658320000003,181.73059786666667
20,161.56402813333335,183.98878293333334
21,161.440784,183.77722756666665
22,161.36364783333335,182.8649652333333
23,160.22227673333336,183.65259406666667
24,159.9070558666667,182.92700153333334
25,158.51061380000004,181.5567036333333
26,158.51061380000004,181.17636273333335
27,158.41282963333336,181.19291033333334
28,157.51152296666672,182.66736733333335
29,157.48690150000004,182.59906593333332
30,156.8920378666667,181.51767649999996
31,156.85212320000002,182.83559016666672
32,156.40351623333336,182.37518716666665
33,156.40304233333336,183.82265383333333
34,155.64918053333338,183.07762179999995
35,155.63125993333335,185.69094833333332
36,155.16056053333332,186.9716461333333
37,154.43778873333335,188.97282996666667
38,154.43778873333335,188.73434620000003
39,154.22357440000002,187.76915673333335
40,154.07793110000003,189.24549993333332
41,154.07710883333337,186.70913369999997
42,154.07710883333337,188.31177066666663
43,154.07710883333337,188.96128859999996
44,153.7865293666667,188.7069189
45,153.7865293666667,189.68451456666665
46,153.7865293666667,189.76886006666658
47,153.7865293666667,191.33049323333336
48,153.75086470000002,190.18860656666666
49,153.6147106666667,188.76676719999998
50,153.6147106666667,187.77617963333333
51,153.2572900666667,187.2626505
52,153.06236410000002,186.46134980000002
53,152.63287929999998,186.65341663333328
54,152.2814168,185.75133303333334
55,152.27353490000002,186.83647259999995
56,152.12550366666667,187.05756356666663
57,151.86843143333334,187.37470116666663
58,151.60968826666667,190.06309560000005
59,151.60968826666667,191.03028816666665
60,151.60968826666667,192.48780560000003
61,151.3404793666667,191.9221773333333
62,151.3404793666667,191.68213789999996
63,151.14002173333336,192.54062206666674
64,150.3234581333333,191.0987949666667
65,150.06882213333333,190.6741811333333
66,150.04405953333332,189.86398003333326
67,149.98720859999997,190.7386181333333
68,149.9870599,191.916013
69,149.9816466,192.9888543666666
70,149.9816466,192.38212386666663
71,148.23022426666665,191.15012176666667
72,147.61671126666664,191.32018006666664
73,147.2129647333333,193.27556450000003
74,146.9725011,194.05761963333333
75,146.52084706666665,195.19015773333336
76,146.5208279333333,193.68749453333334
77,146.52080766666666,194.73941766666667
78,146.52080766666666,195.7311721
79,146.52080766666666,194.6053684
80,146.52080766666666,194.85917109999997
81,146.48674246666667,194.7965547333333
82,146.48462446666665,194.3053057666667
