MejorEval,PromedioEval
110.988393,297.289847
110.988393,283.445734
110.988393,307.632296
72.325248,283.166139
72.325248,285.892158
66.605868,314.626410
66.605868,298.020948
66.605868,292.520970
65.907451,279.455064
65.907451,275.085255
65.907451,287.049644
65.907451,264.077213
65.907451,267.930672
52.123276,258.305607
52.104716,255.641245
52.104716,256.647944
52.104716,257.241287
52.104716,254.413885
47.797150,256.869461
47.797150,273.354501
47.797150,285.088425
47.038106,300.563944
44.160404,281.398720
44.160404,290.678760
40.867120,286.044303
40.867120,265.448776
40.867120,270.575063
40.867120,273.280348
40.867120,270.748412
40.867120,255.266319
40.867120,278.538132
40.867120,276.249356
40.867120,267.048790
40.867120,270.405121
40.867120,271.799874
40.867120,270.160829
40.867120,261.664490
40.867120,258.044792
40.867120,261.660152
40.867120,256.878073
40.867120,267.505754
40.867120,270.918978
40.867120,270.220873
40.867120,285.713060
40.867120,291.081751
40.867120,285.738735
40.867120,280.952295
32.050830,260.116239
32.050830,258.486019
32.050830,238.925425
32.050830,241.251819
32.050830,241.279732
32.050830,236.260817
32.050830,230.636443
32.050830,251.329357
32.050830,256.210417
32.050830,246.076233
32.050830,266.561923
32.050830,251.361072
32.050830,250.922040
32.050830,242.414090
32.050830,245.127034
31.735325,231.996716
31.735325,248.124463
31.735325,244.148389
30.340068,233.466823
30.340068,242.225678
30.340068,238.207801
30.340068,231.340748
30.340068,225.807246
30.340068,226.864373
30.340068,199.910421
30.340068,206.871859
30.340068,209.804227
30.047382,223.171228
30.047382,208.620507
30.047382,219.415266
30.047382,229.725524
30.047382,239.093191
30.047382,231.519171
30.047382,250.302155
30.047382,227.523908
25.059991,240.144937
25.059991,230.739700
25.059991,240.209979
25.059991,247.111099
25.059991,265.825554
25.059991,276.666202
25.059991,266.365105
25.059991,263.749697
21.746971,255.238013
20.386637,234.865379
20.386637,216.468237
20.386637,220.862226
19.623806,224.327232
19.623806,206.927546
19.623806,202.824318
19.623806,221.856765
19.623806,212.861490
19.623806,213.890888
19.623806,208.739173
15.182750,220.259930
15.182750,207.095857
15.182750,218.274505
15.182750,219.039309
15.182750,216.896293
15.182750,234.120001
15.182750,215.726396
15.182750,227.816467
15.182750,208.338287
15.182750,233.546440
15.182750,228.636715
15.182750,250.796538
15.182750,251.707764
15.182750,234.413189
15.182750,231.668856
15.182750,237.713997
15.182750,231.764000
15.182750,214.460072
15.182750,238.569423
15.182750,232.686912
15.182750,236.903120
15.182750,238.879738
15.182750,237.196590
15.182750,261.885077
15.106196,272.627820
15.106196,285.174440
15.106196,297.871991
15.106196,306.742949
15.106196,291.199648
15.106196,292.400346
15.106196,301.203460
15.106196,298.430762
15.106196,302.815906
15.106196,314.978604
15.106196,323.177251
15.106196,327.469440
15.106196,295.283956
15.106196,306.976471
15.106196,316.448292
15.106196,308.180225
15.106196,318.140942
15.106196,303.861343
15.106196,324.141882
15.106196,318.863086
15.106196,307.067583
15.106196,308.855165
15.106196,303.751988
15.106196,297.244466
15.106196,301.249367
14.761293,293.254040
14.761293,309.414180
14.761293,303.961028
14.761293,318.550822
14.761293,313.248420
14.761293,301.414585
11.008219,286.787039
11.008219,295.786999
11.008219,278.541452
11.008219,279.116433
11.008219,261.897318
11.008219,275.250093
11.008219,278.889471
11.008219,267.068819
11.008219,280.739228
11.008219,262.032537
11.008219,289.638239
11.008219,268.089091
11.008219,264.598269
11.008219,268.260342
11.008219,243.071921
11.008219,259.553928
11.008219,256.454349
11.008219,240.480782
11.008219,240.487463
11.008219,242.423961
11.008219,244.485933
11.008219,261.147744
11.008219,234.691825
11.008219,258.767252
11.008219,250.884874
11.008219,280.302312
11.008219,275.996100
11.008219,295.445469
11.008219,292.711479
11.008219,283.984533
11.008219,268.477743
11.008219,271.836522
11.008219,273.553987
11.008219,258.942292
11.008219,264.916117
11.008219,255.469442
11.008219,235.771278
11.008219,237.770773
11.008219,229.149303
11.008219,239.355119
11.008219,232.810204
11.008219,253.580814
11.008219,250.504266
11.008219,253.602007
11.008219,254.110275
11.008219,242.227580
11.008219,273.570935
11.008219,273.236919
11.008219,301.668964
9.799690,302.829566
9.799690,278.499541
9.234910,287.281360
8.566381,316.494347
8.566381,327.207663
8.566381,301.934334
8.566381,299.095187
8.566381,299.862077
8.566381,294.385068
8.566381,299.003087
8.566381,280.621069
8.543972,269.156786
8.543972,270.082041
8.543972,254.893768
8.543972,229.050984
8.543972,214.096813
8.543972,223.230508
8.543972,249.418300
8.543972,236.255793
8.543972,210.151476
8.543972,200.249960
8.543972,195.083503
8.543972,198.565183
8.543972,214.417071
8.543972,199.708799
8.543972,213.656710
8.543972,215.047036
8.543972,204.726886
8.543972,186.879827
8.543972,184.673434
8.543972,202.730735
8.543972,171.981289
8.543972,155.634603
7.579532,160.863382
7.579532,172.707782
7.579532,174.367229
