MejorEval,PromedioEval,ContadorFueraDeRango,UltimaEnRango
18.236628,20.689090,22,1.0
17.207718,20.934219,22,1.0
16.658327,20.351484,22,1.0
15.623520,20.291480,22,1.0
15.623520,20.131228,22,1.0
15.623520,20.520952,22,1.0
14.428035,20.278621,22,1.0
14.428035,19.913658,22,1.0
14.428035,21.176780,22,1.0
14.428035,21.378350,22,1.0
14.428035,20.509177,22,1.0
14.428035,21.239103,22,1.0
14.428035,21.235108,22,1.0
14.428035,20.718479,22,1.0
14.428035,20.987711,22,1.0
14.428035,20.861588,22,1.0
14.428035,20.781548,22,1.0
14.428035,20.315326,22,1.0
14.428035,20.446061,22,1.0
14.428035,20.806270,22,1.0
13.346069,20.212320,22,1.0
13.346069,20.041132,22,1.0
13.346069,20.368281,22,1.0
13.346069,19.796152,22,1.0
12.134913,19.497175,22,1.0
11.190271,19.278267,22,1.0
11.190271,18.871009,22,1.0
11.190271,20.618219,22,1.0
11.190271,21.126749,22,1.0
11.190271,20.497821,22,1.0
11.190271,20.283200,22,1.0
11.190271,20.825609,22,1.0
11.190271,20.562825,22,1.0
11.190271,20.764715,22,1.0
11.190271,20.778645,22,1.0
11.190271,20.031423,22,1.0
11.190271,21.025645,22,1.0
11.190271,20.691630,22,1.0
11.190271,20.556327,22,1.0
11.190271,20.091765,22,1.0
11.190271,19.773429,22,1.0
11.042571,20.433790,22,1.0
11.042571,20.081140,22,1.0
11.042571,20.790798,22,1.0
11.042571,20.672004,22,1.0
11.042571,20.620476,22,1.0
11.042571,21.012978,22,1.0
10.443039,20.168198,22,1.0
10.443039,20.085675,22,1.0
10.443039,20.174328,22,1.0
10.443039,19.730314,22,1.0
10.443039,19.753041,22,1.0
10.187655,19.502510,22,1.0
9.219812,19.120047,22,1.0
9.219812,18.902987,22,1.0
9.219812,19.023192,22,1.0
9.219812,19.196608,22,1.0
8.722538,18.645875,22,1.0
8.722538,18.469599,22,1.0
8.722538,18.227006,22,1.0
8.722538,17.722437,22,1.0
8.722538,17.700143,22,1.0
8.722538,17.584463,22,1.0
8.722538,16.858682,22,1.0
8.722538,16.668837,22,1.0
8.628511,15.778243,22,1.0
8.628511,16.089184,22,1.0
8.090849,16.068546,22,1.0
8.090849,15.522516,22,1.0
8.090849,15.472723,22,1.0
8.090849,14.636664,22,1.0
7.790198,14.899797,22,1.0
7.790198,14.299621,22,1.0
7.172026,13.884301,22,1.0
7.172026,13.398478,22,1.0
7.172026,12.979355,22,1.0
7.172026,13.046905,22,1.0
6.905143,12.985766,22,1.0
6.731894,12.470117,22,1.0
5.919293,12.552885,22,1.0
4.976380,11.604695,22,1.0
4.976380,11.887524,22,1.0
4.746299,11.668632,22,1.0
4.746299,10.860525,22,1.0
4.746299,11.360101,22,1.0
4.564783,10.928290,22,1.0
4.564783,10.301509,22,1.0
4.564783,10.321950,22,1.0
3.837474,10.176533,22,1.0
3.837474,9.574958,22,1.0
3.837474,9.773571,22,1.0
3.837474,9.192449,22,1.0
3.429850,8.687451,22,1.0
3.429850,8.737384,22,1.0
3.429850,9.555475,22,1.0
3.307942,8.859974,22,1.0
3.307942,8.676939,22,1.0
3.159039,9.357084,22,1.0
3.159039,8.297225,22,1.0
3.159039,9.340477,22,1.0
3.159039,9.610598,22,1.0
3.159039,9.343737,22,1.0
3.159039,9.840147,22,1.0
3.159039,10.688106,22,1.0
3.138054,9.155246,22,1.0
3.138054,10.278835,22,1.0
3.138054,12.016043,22,1.0
3.138054,9.655023,22,1.0
3.138054,11.667950,22,1.0
3.138054,10.718009,22,1.0
3.138054,11.079839,22,1.0
3.138054,12.663949,22,1.0
3.138054,10.878544,22,1.0
3.138054,9.868477,22,1.0
3.138054,11.599341,22,1.0
2.816493,10.410902,22,1.0
2.816493,9.870721,22,1.0
2.816493,11.450169,22,1.0
2.816493,9.378164,22,1.0
2.816493,10.458927,22,1.0
2.816493,10.075881,22,1.0
2.816493,8.936507,22,1.0
2.816493,9.874062,22,1.0
2.816493,8.447845,22,1.0
