MejorEval,PromedioEval,ContadorFueraDeRango,UltimaEnRango
105.396056,2239.106303,5,1.0
105.396056,12454.322303,5,1.0
105.396056,9953.403785,5,1.0
105.396056,18974.338457,5,1.0
105.396056,8691.452100,5,1.0
105.396056,29978.321925,5,1.0
105.396056,22117.812135,5,1.0
105.396056,37573.792013,5,1.0
105.396056,110550.777868,5,1.0
105.396056,50586.304349,5,1.0
105.396056,51967.624268,5,1.0
105.396056,64205.528252,5,1.0
105.396056,69468.660239,5,1.0
105.396056,68081.787637,5,1.0
105.396056,26777.246904,5,1.0
105.396056,42301.363642,5,1.0
105.396056,29364.062601,5,1.0
105.396056,39572.569993,5,1.0
105.396056,27971.184262,5,1.0
87.768797,54390.562430,5,1.0
85.878868,30242.077289,5,1.0
85.878868,35975.886921,5,1.0
85.878868,86567.373002,5,1.0
85.878868,20350.130553,5,1.0
85.878868,18884.687508,5,1.0
85.878868,29100.401417,5,1.0
85.878868,48600.626711,5,1.0
85.878868,24418.923612,5,1.0
85.878868,41468.074318,5,1.0
85.878868,36726.341076,5,1.0
85.878868,12530.073882,5,1.0
85.878868,19745.064535,5,1.0
85.878868,19166.117553,5,1.0
85.878868,51847.497606,5,1.0
85.878868,206019.209450,5,1.0
85.697250,23256.201539,5,1.0
72.663551,99433.668507,5,1.0
72.663551,8653.708198,5,1.0
72.663551,27224.888548,5,1.0
72.663551,28449.915388,5,1.0
71.323743,163778.380205,5,1.0
71.323743,13684.842831,5,1.0
71.323743,40696.770254,5,1.0
71.323743,11164.307262,5,1.0
58.313908,43149.779788,5,1.0
58.313908,44407.455809,5,1.0
58.313908,86671.005113,5,1.0
58.313908,110858.737551,5,1.0
58.313908,194855.389769,5,1.0
58.313908,65905.784857,5,1.0
58.313908,584254.626942,5,1.0
58.313908,306562.188652,5,1.0
58.313908,216391.403664,5,1.0
55.865035,6007146.841421,5,1.0
55.865035,10379.578880,5,1.0
55.865035,1956391.273011,5,1.0
49.901152,17585.014263,5,1.0
48.435973,792401.055651,5,1.0
31.424113,89458.410325,5,1.0
31.424113,112413.240784,5,1.0
31.424113,27752.507698,5,1.0
31.424113,58679.401328,5,1.0
31.424113,32657.140013,5,1.0
31.424113,668946.362694,5,1.0
31.424113,80541.546192,5,1.0
31.424113,259958.094663,5,1.0
31.424113,629496.305257,5,1.0
30.655803,50633.531991,5,1.0
27.934262,1483840.265900,5,1.0
15.727724,2345.378678,5,1.0
15.727724,713996.326543,5,1.0
15.727724,35425.386604,5,1.0
15.727724,150524.004308,5,1.0
15.727724,844.259479,5,1.0
15.727724,18331.936902,5,1.0
15.727724,729.627713,5,1.0
15.727724,27612.818069,5,1.0
15.727724,9660.419740,5,1.0
15.727724,55722.550070,5,1.0
15.727724,39143.733166,5,1.0
15.727724,53121.348325,5,1.0
15.727724,400202.161358,5,1.0
15.727724,94915.710909,5,1.0
15.727724,252332.080506,5,1.0
15.727724,78576.126639,5,1.0
15.727724,6368.570774,5,1.0
15.727724,3244.580991,5,1.0
15.490594,3182.046667,5,1.0
14.804219,1416.924705,5,1.0
14.804219,3497.216474,5,1.0
14.804219,218.405447,5,1.0
13.418931,756.010351,5,1.0
12.256364,250.862437,5,1.0
12.256364,780.062905,5,1.0
11.950615,427.108337,5,1.0
10.395033,264.309158,5,1.0
9.938668,2600.012987,5,1.0
9.399487,105.171221,5,1.0
9.396952,1090.335274,5,1.0
8.315687,248.550594,5,1.0
8.315687,144.056831,5,1.0
8.315687,251.576406,5,1.0
8.315687,305.756159,5,1.0
8.315687,119.113566,5,1.0
8.315687,88.780668,5,1.0
8.315687,130.263802,5,1.0
8.315687,99.456135,5,1.0
8.315687,140.136732,5,1.0
8.315687,89.083666,5,1.0
8.315687,214.271105,5,1.0
8.315687,559.095168,5,1.0
8.315687,163.950523,5,1.0
7.294369,136.655080,5,1.0
7.294369,74.351385,5,1.0
7.294369,175.554432,5,1.0
7.294369,146.020319,5,1.0
7.294369,224.775396,5,1.0
7.294369,57.743051,5,1.0
7.294369,57.210251,5,1.0
7.294369,74.907932,5,1.0
7.294369,77.032828,5,1.0
7.294369,57.659899,5,1.0
7.294369,93.216673,5,1.0
7.294369,87.921962,5,1.0
7.219401,72.475834,5,1.0
7.219401,78.650605,5,1.0
7.219401,160.761900,5,1.0
7.219401,76.009763,5,1.0
7.219401,180.952230,5,1.0
7.219401,221.855149,5,1.0
7.130278,60.849543,5,1.0
6.831515,106.216107,5,1.0
6.831515,81.508467,5,1.0
6.831515,52.620223,5,1.0
6.831515,79.585809,5,1.0
6.831515,54.620600,5,1.0
6.831515,67.726388,5,1.0
6.831515,79.839275,5,1.0
6.831515,52.801668,5,1.0
6.831515,222.340927,5,1.0
6.831515,40.604578,5,1.0
6.831515,259.457835,5,1.0
6.831515,46.415720,5,1.0
6.831515,75.608329,5,1.0
6.831515,50.919875,5,1.0
6.831515,105.789032,5,1.0
6.831515,95.002876,5,1.0
6.803329,57.927511,5,1.0
6.714520,44.607428,5,1.0
6.714520,36.124683,5,1.0
6.714520,47.167360,5,1.0
6.714520,91.517150,5,1.0
6.714520,270.849816,5,1.0
6.714520,75.526259,5,1.0
6.714520,33.159565,5,1.0
6.714520,44.502054,5,1.0
6.714520,56.877377,5,1.0
6.482615,48.980424,5,1.0
6.482615,46.594823,5,1.0
6.482615,29.887313,5,1.0
6.482615,122.340695,5,1.0
6.482615,115.898995,5,1.0
6.482615,39.854459,5,1.0
6.482615,34.980250,5,1.0
6.482615,55.327430,5,1.0
6.482615,133.727453,5,1.0
6.482615,34.725564,5,1.0
6.482615,39.702679,5,1.0
6.482615,42.051399,5,1.0
6.482615,134.723939,5,1.0
6.482615,41.185666,5,1.0
6.482615,36.196003,5,1.0
6.482615,60.123349,5,1.0
6.482615,121.452991,5,1.0
6.482615,73.238900,5,1.0
6.482615,181.548799,5,1.0
6.482615,3537.768790,5,1.0
6.482615,30.453938,5,1.0
6.482615,371.428717,5,1.0
6.404120,37.205329,5,1.0
6.404120,85.883589,5,1.0
6.404120,21.787737,5,1.0
6.402497,53.255697,5,1.0
6.402497,37.188074,5,1.0
6.402497,32.260397,5,1.0
6.402497,23.501492,5,1.0
6.402497,28.749785,5,1.0
6.402497,38.878691,5,1.0
