MejorEval,PromedioEval,ContadorFueraDeRango,UltimaEnRango
48.171341,149.915031,3,1.0
30.478308,232.305347,3,1.0
22.617638,159.298255,3,1.0
22.617638,157.218427,3,1.0
17.938126,210.944113,3,1.0
17.938126,191.599850,3,1.0
17.938126,233.099272,3,1.0
17.938126,213.367157,3,1.0
17.938126,203.933245,3,1.0
17.938126,325.449882,3,1.0
16.117351,277.640432,3,1.0
16.117351,235.765741,3,1.0
16.117351,255.821860,3,1.0
12.928704,201.338837,3,1.0
12.928704,222.137578,3,1.0
12.928704,213.209325,3,1.0
12.928704,234.891737,3,1.0
12.928704,178.468142,3,1.0
12.928704,164.021846,3,1.0
12.928704,207.473536,3,1.0
12.928704,230.051660,3,1.0
12.928704,193.983174,3,1.0
12.928704,181.988065,3,1.0
12.928704,164.642727,3,1.0
12.928704,154.032917,3,1.0
12.928704,140.650686,3,1.0
12.928704,140.742959,3,1.0
10.620922,120.099398,3,1.0
10.620922,100.108614,3,1.0
9.696202,125.167292,3,1.0
8.042335,117.723642,3,1.0
8.042335,91.269617,3,1.0
8.042335,128.881719,3,1.0
8.042335,143.055117,3,1.0
8.042335,99.913523,3,1.0
8.042335,152.656244,3,1.0
8.042335,148.376540,3,1.0
8.042335,89.537049,3,1.0
8.042335,116.136007,3,1.0
8.042335,113.847593,3,1.0
8.042335,112.419935,3,1.0
8.042335,126.929179,3,1.0
6.906745,111.867601,3,1.0
6.906745,90.778548,3,1.0
6.906745,116.478973,3,1.0
6.906745,68.055965,3,1.0
6.906745,101.223012,3,1.0
6.906745,88.041719,3,1.0
6.906745,75.180021,3,1.0
6.906745,88.982411,3,1.0
6.643280,66.837838,3,1.0
6.643280,86.508606,3,1.0
6.211496,55.841986,3,1.0
3.607085,78.136002,3,1.0
3.607085,47.834950,3,1.0
3.607085,81.307218,3,1.0
3.607085,39.374430,3,1.0
2.192050,48.397728,3,1.0
2.192050,35.651740,3,1.0
2.192050,32.115952,3,1.0
1.799600,27.457271,3,1.0
1.799600,25.626523,3,1.0
1.799600,21.959810,3,1.0
1.799600,26.708444,3,1.0
1.799600,22.022074,3,1.0
1.799600,26.290156,3,1.0
1.799600,20.307427,3,1.0
1.799600,22.513411,3,1.0
1.799600,31.014222,3,1.0
1.799600,23.135727,3,1.0
1.799600,25.584880,3,1.0
1.799600,20.645029,3,1.0
1.799600,22.000334,3,1.0
1.799600,21.983071,3,1.0
1.595072,19.112660,3,1.0
1.558757,17.702438,3,1.0
1.393531,17.489901,3,1.0
1.393531,14.290133,3,1.0
1.393531,14.210131,3,1.0
1.393531,9.776413,3,1.0
1.331367,10.288593,3,1.0
1.311766,8.564396,3,1.0
1.311766,9.004634,3,1.0
1.311766,6.499743,3,1.0
1.311766,6.928877,3,1.0
1.225398,6.268582,3,1.0
1.178373,4.893086,3,1.0
1.133204,4.830868,3,1.0
1.133204,4.780704,3,1.0
1.133204,4.255161,3,1.0
1.133204,4.317889,3,1.0
1.133204,4.004350,3,1.0
1.133204,3.593976,3,1.0
1.133204,3.561494,3,1.0
1.133204,3.464922,3,1.0
1.133204,3.116701,3,1.0
1.118550,3.292535,3,1.0
1.089372,2.713063,3,1.0
1.071559,2.496784,3,1.0
1.071559,2.318675,3,1.0
1.057422,2.427422,3,1.0
1.057422,2.468600,3,1.0
1.057422,3.673401,3,1.0
1.057422,3.883915,3,1.0
1.057422,2.766322,3,1.0
1.057422,3.046367,3,1.0
1.057422,3.001088,3,1.0
1.057422,3.472823,3,1.0
