MejorEval,PromedioEval
955.456809,3938.025893
955.456809,3980.191555
445.373847,3652.644402
445.373847,4553.866113
445.373847,4204.415326
445.373847,4562.945692
445.373847,4279.525276
445.373847,4239.426445
445.373847,4422.250251
445.373847,4128.603837
339.687482,3724.771784
264.481597,4128.715379
264.481597,3853.609793
264.481597,3813.668032
264.481597,3825.284504
264.481597,3534.043153
264.481597,3827.236670
264.481597,4017.014027
264.481597,3831.375706
231.565272,3438.342940
231.565272,3417.261900
231.565272,3641.638636
231.565272,3764.200339
231.565272,3884.080376
205.837556,4015.898252
205.837556,4639.744882
159.694304,4450.051635
159.694304,4298.221536
159.694304,4408.089886
159.694304,3910.192309
159.694304,3859.885580
159.694304,4040.969703
159.694304,4061.214551
159.694304,4481.347093
159.694304,4376.671954
159.694304,4314.845695
159.694304,4157.383595
151.767085,3847.040284
151.767085,3726.253680
151.767085,3550.947976
126.659387,3506.363630
126.659387,3615.641173
126.659387,3555.883692
126.659387,2993.307140
126.659387,2841.495515
126.659387,3614.776379
126.659387,3580.995349
126.659387,4010.172350
126.659387,3863.497365
126.659387,3742.026070
126.659387,3631.462389
126.659387,3540.119607
126.659387,3476.271883
126.659387,3341.851137
126.659387,3044.379368
126.659387,2806.210042
126.659387,2962.199336
126.659387,2990.406046
126.659387,3059.143667
126.659387,2993.034803
126.659387,3085.405567
126.659387,2997.698414
126.659387,3350.161468
126.659387,3493.406497
126.659387,3150.083323
126.659387,3290.085971
126.659387,3188.501201
126.659387,3390.558609
126.659387,3202.188625
126.659387,3172.449393
126.659387,3397.600666
126.659387,3324.449763
126.659387,3230.631902
126.659387,3557.953903
126.659387,3755.281998
126.659387,3365.784101
126.659387,3619.213175
126.659387,3645.947909
126.659387,3392.719006
85.149927,3603.415846
85.149927,3446.834410
85.149927,3456.448682
85.149927,3691.352150
85.149927,3044.080356
85.149927,2611.442042
85.149927,3332.887797
85.149927,2984.755582
85.149927,2672.925434
85.149927,2697.278489
85.149927,2898.345607
85.149927,2869.667937
85.149927,3147.081709
85.149927,3494.059157
